Gene,Product,Category,Tier
SNE23_12095,Phosphoesterase,Salt tolerance,Contextual
SNE23_29005,Multimodular transpeptidase-transglycosylase / penicillin-binding protein 1A/1B,Salt tolerance,Core
SNE23_12790,Excalibur calcium-binding domain-containing protein,Salt tolerance,Contextual
SNE23_12260,CatB-related O-acetyltransferase (EC 2.3.1.-),Salt tolerance,Contextual
SNE23_11955,DUF3956 domain-containing protein,Salt tolerance,Contextual
SNE23_29210,Uncharacterized protein,Salt tolerance,Contextual
SNE23_12350,Acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,Salt tolerance,Contextual
SNE23_09230,TnsD family Tn7-like transposition protein,Salt tolerance,Contextual
SNE23_12535,Uncharacterized protein,Salt tolerance,Contextual
SNE23_04800,GMC family oxidoreductase,Salt tolerance,Contextual
SNE23_28250,Phage abortive infection protein,Salt tolerance,Contextual
SNE23_11675,Amino acid adenylation domain-containing protein,Salt tolerance,Contextual
SNE23_12170,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29095,MarR family transcriptional regulator,Salt tolerance,Supportive
SNE23_12865,Prophage pi2 protein 40,Salt tolerance,Contextual
SNE23_12335,DUF523 and DUF1722 domain-containing protein,Salt tolerance,Contextual
SNE23_12045,N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),Salt tolerance,Contextual
SNE23_09310,GNAT family N-acetyltransferase,Salt tolerance,Contextual
SNE23_12440,SDR family oxidoreductase,Salt tolerance,Contextual
SNE23_29305,DUF3902 family protein,Salt tolerance,Contextual
SNE23_08625,Response regulator transcription factor,Salt tolerance,Supportive
SNE23_28350,6-aminohexanoate hydrolase,Salt tolerance,Core
SNE23_11250,Glycosyltransferase family 2 protein,Salt tolerance,Contextual
SNE23_12270,SGNH/GDSL hydrolase family protein (EC 3.1.-.-),Salt tolerance,Core
SNE23_28075,C39 family peptidase,Salt tolerance,Core
SNE23_11750,ABC transporter ATP-binding protein,Salt tolerance,Core
SNE23_29195,N-acetyltransferase (EC 2.3.1.-),Salt tolerance,Contextual
SNE23_12960,MFS transporter,Salt tolerance,Core
SNE23_09390,DUF4865 family protein,Salt tolerance,Contextual
SNE23_12120,PTS sugar transporter subunit IIB (EC 2.7.1.-),Salt tolerance,Core
SNE23_12525,Type 1 glutamine amidotransferase family protein (EC 3.2.-.-),Salt tolerance,Contextual
SNE23_11330,histidine kinase (EC 2.7.13.3),Salt tolerance,Core
SNE23_28440,Metallo-beta-lactamase super,Salt tolerance,Contextual
SNE23_29405,GNAT family N-acetyltransferase,Salt tolerance,Contextual
SNE23_12715,triacylglycerol lipase (EC 3.1.1.3),Salt tolerance,Contextual
SNE23_11325,YueI family protein,Salt tolerance,Contextual
SNE23_11830,MMPL family transporter,Salt tolerance,Core
SNE23_29290,S-layer homology domain-containing protein,Salt tolerance,Contextual
SNE23_13050,Serine/threonine protein kinase,Salt tolerance,Core
SNE23_12505,Serine hydrolase domain-containing protein (EC 3.1.1.103),Salt tolerance,Core
SNE23_09465,S66 peptidase family protein,Salt tolerance,Core
SNE23_12210,VOC family protein,Salt tolerance,Contextual
SNE23_12620,Class I SAM-dependent methyltransferase,Salt tolerance,Contextual
SNE23_13765,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28520,Bacteriocin,Salt tolerance,Contextual
SNE23_12805,Hydrolase,Salt tolerance,Core
sulP,Sulfate permease,Salt tolerance,Core
SNE23_11405,Protein kinase,Salt tolerance,Core
SNE23_11905,Type II CAAX endopeptidase family protein,Salt tolerance,Core
SNE23_29390,HBL/NHE enterotoxin family protein,Salt tolerance,Contextual
SNE23_28245,Uncharacterized protein,Salt tolerance,Contextual
SNE23_13135,GNAT family N-acetyltransferase (EC 2.3.1.-),Salt tolerance,Contextual
SNE23_12605,Uncharacterized protein,Salt tolerance,Contextual
SNE23_16540,SMI1/KNR4 family protein,Salt tolerance,Contextual
kdpF,K(+)-transporting ATPase subunit F,Salt tolerance,Contextual
SNE23_12710,DUF3914 domain-containing protein,Salt tolerance,Contextual
SNE23_12890,Phage tail family protein,Salt tolerance,Contextual
SNE23_12005,Group-specific protein,Salt tolerance,Contextual
SNE23_29600,Lantibiotic,Salt tolerance,Contextual
SNE23_11500,Glycoside hydrolase family 25 protein,Salt tolerance,Core
SNE23_12520,YafY family protein,Salt tolerance,Contextual
mmuP,S-methylmethionine permease,Salt tolerance,Core
asbE,Petrobactin biosynthesis protein AsbE,Salt tolerance,Contextual
SNE23_29490,C39 family peptidase,Salt tolerance,Core
SNE23_12370,acetate--CoA ligase (EC 6.2.1.1),Salt tolerance,Contextual
SNE23_12800,Phage protein,Salt tolerance,Contextual
SNE23_17425,GyrI-like domain-containing protein,Salt tolerance,Contextual
SNE23_12080,SMI1/KNR4 family protein,Salt tolerance,Contextual
SNE23_29705,ZinT/AdcA family metal-binding protein,Salt tolerance,Contextual
SNE23_07575,Nucleotide pyrophosphohydrolase,Salt tolerance,Core
SNE23_12985,Group-specific protein,Salt tolerance,Contextual
SNE23_28690,ABC transporter ATP-binding protein,Salt tolerance,Core
SNE23_11595,Acyl-CoA dehydrogenase family protein,Salt tolerance,Contextual
SNE23_12615,DOD family homing endonuclease,Salt tolerance,Contextual
SNE23_12785,Serine hydrolase domain-containing protein (EC 3.1.1.103),Salt tolerance,Core
SNE23_09715,Helix-turn-helix transcriptional regulator,Salt tolerance,Supportive
SNE23_29585,ABC transporter permease subunit,Salt tolerance,Core
SNE23_28430,Uncharacterized protein,Salt tolerance,Contextual
SNE23_12460,Helix-turn-helix transcriptional regulator,Salt tolerance,Supportive
SNE23_13065,Undecaprenyl-diphosphatase,Salt tolerance,Contextual
SNE23_13330,Group-specific protein,Salt tolerance,Contextual
SNE23_12880,HNH endonuclease,Salt tolerance,Contextual
SNE23_27620,EndoU domain-containing protein,Salt tolerance,Contextual
SNE23_28895,Sodium:proton symporter,Salt tolerance,Contextual
SNE23_12700,ABC transporter permease,Salt tolerance,Core
SNE23_09800,Flavin monoamine oxidase family protein,Salt tolerance,Contextual
SNE23_12860,Major tail protein,Salt tolerance,Contextual
SNE23_29685,AzlD domain-containing protein,Salt tolerance,Contextual
SNE23_28515,Bacteriocin,Salt tolerance,Contextual
SNE23_12255,DUF5065 family protein,Salt tolerance,Contextual
SNE23_13155,PLP-dependent aminotransferase family protein,Salt tolerance,Contextual
SNE23_13405,Aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,Salt tolerance,Contextual
SNE23_12555,Glyoxalase/bleomycin resistance/dioxygenase family protein,Salt tolerance,Contextual
SNE23_27705,Uncharacterized protein,Salt tolerance,Contextual
SNE23_12980,DinB family protein,Salt tolerance,Contextual
SNE23_30060,DUF3991 and TOPRIM domain-containing protein,Salt tolerance,Contextual
SNE23_13755,Group-specific protein,Salt tolerance,Contextual
SNE23_12795,Phage protein,Salt tolerance,Contextual
SNE23_09905,Uncharacterized protein,Salt tolerance,Contextual
SNE23_12330,WGxxGxxG family protein,Salt tolerance,Contextual
SNE23_28610,Metalloregulator ArsR/SmtB family transcription factor,Salt tolerance,Supportive
cypA,Cytochrome P450 (EC 1.14.-.-),Salt tolerance,Contextual
tnpA,IS200/IS605 family transposase,Salt tolerance,Contextual
SNE23_13255,YwqG family protein,Salt tolerance,Contextual
SNE23_12645,DUF2197 domain-containing protein,Salt tolerance,Contextual
SNE23_13485,SMI1/KNR4 family protein,Salt tolerance,Contextual
SNE23_22130,Penicillin-binding transpeptidase domain-containing protein,Salt tolerance,Core
SNE23_27790,MarR family transcriptional regulator,Salt tolerance,Supportive
SNE23_13060,Zinc-binding dehydrogenase,Salt tolerance,Contextual
SNE23_12875,"Prophage LambdaBa04, tape measure protein",Salt tolerance,Contextual
SNE23_30135,Uncharacterized protein,Salt tolerance,Contextual
SNE23_11825,TetR/AcrR family transcriptional regulator,Salt tolerance,Supportive
SNE23_09985,TIGR03943 family protein,Salt tolerance,Contextual
SNE23_16265,Alpha/beta-type small acid-soluble spore protein,Salt tolerance,Contextual
SNE23_28685,Phosphopantetheine-binding protein,Salt tolerance,Contextual
SNE23_13345,NUDIX pyrophosphatase,Salt tolerance,Contextual
SNE23_27890,IS4 family transposase,Salt tolerance,Contextual
SNE23_13560,NUDIX domain-containing protein,Salt tolerance,Contextual
SNE23_12970,DUF1540 domain-containing protein,Salt tolerance,Contextual
SNE23_13150,DUF4269 domain-containing protein,Salt tolerance,Contextual
spoIIP,Stage II sporulation protein SpoIIP,Salt tolerance,Contextual
SNE23_25315,Cytolysin immunity CylI domain protein,Salt tolerance,Contextual
SNE23_12500,DUF1700 domain-containing protein,Salt tolerance,Contextual
SNE23_17285,STAS/SEC14 domain-containing protein,Salt tolerance,Contextual
SNE23_28880,Metalloregulator ArsR/SmtB family transcription factor,Salt tolerance,Supportive
SNE23_27775,Aldehyde dehydrogenase family protein,Salt tolerance,Contextual
SNE23_13130,Group-specific protein,Salt tolerance,Contextual
SNE23_12820,Terminase TerL endonuclease subunit,Salt tolerance,Contextual
SNE23_13635,GrpB family protein,Salt tolerance,Contextual
SNE23_28765,DNA translocase FtsK,Salt tolerance,Contextual
SNE23_12000,C45 family peptidase,Salt tolerance,Core
SNE23_13230,Pectate lyase superfamily protein domain-containing protein,Salt tolerance,Contextual
SNE23_13055,GrpB family protein,Salt tolerance,Contextual
SNE23_12600,Uncharacterized protein,Salt tolerance,Contextual
SNE23_10145,YitT family protein,Salt tolerance,Contextual
SNE23_29810,Uncharacterized protein,Salt tolerance,Contextual
SNE23_19645,YoqO family protein,Salt tolerance,Contextual
SNE23_30055,Metal-dependent hydrolase,Salt tolerance,Core
SNE23_13215,NUDIX hydrolase (EC 3.6.-.-),Salt tolerance,Core
SNE23_27870,CPBP family intramembrane glutamic endopeptidase (EC 3.4.-.-),Salt tolerance,Core
SNE23_12905,Holin,Salt tolerance,Contextual
SNE23_12075,Cupin domain-containing protein,Salt tolerance,Contextual
SNE23_13340,Group-specific protein,Salt tolerance,Contextual
SNE23_13725,DUF2809 domain-containing protein,Salt tolerance,Contextual
essC,Type VII secretion protein EssC,Salt tolerance,Contextual
SNE23_28840,CpaF/VirB11 family protein,Salt tolerance,Contextual
SNE23_13500,GNAT family N-acetyltransferase,Salt tolerance,Contextual
SNE23_13145,DUF2306 domain-containing protein,Salt tolerance,Contextual
SNE23_29890,Uncharacterized protein,Salt tolerance,Contextual
SNE23_30130,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28070,Polymorphic toxin type 44 domain-containing protein,Salt tolerance,Contextual
SNE23_27960,Class II fructose-bisphosphate aldolase (EC 4.1.2.13),Salt tolerance,Contextual
SNE23_13325,GNAT family N-acetyltransferase (EC 2.3.1.-),Salt tolerance,Contextual
SNE23_13005,histidine kinase (EC 2.7.13.3),Salt tolerance,Core
SNE23_28930,DUF3854 domain-containing protein,Salt tolerance,Contextual
SNE23_12150,Aminotransferase class V-fold PLP-dependent enzyme,Salt tolerance,Contextual
SNE23_12780,Nucleoside hydrolase (EC 3.2.2.-),Salt tolerance,Core
SNE23_13415,SagB/ThcOx family dehydrogenase,Salt tolerance,Contextual
SNE23_01350,Outer membrane lipoprotein carrier protein LolA,Salt tolerance,Contextual
SNE23_13225,8-oxo-dGTP diphosphatase,Salt tolerance,Contextual
SNE23_10315,GNAT family N-acetyltransferase (EC 2.3.1.-),Salt tolerance,Contextual
SNE23_30210,Uncharacterized protein,Salt tolerance,Contextual
SNE23_13575,NIPSNAP family protein,Salt tolerance,Contextual
SNE23_29965,DUF5592 family protein,Salt tolerance,Contextual
SNE23_28145,Lipoprotein,Salt tolerance,Contextual
SNE23_28055,Bacteriocin export ABC transporter,Salt tolerance,Core
SNE23_13400,Alpha/beta hydrolase,Salt tolerance,Core
SNE23_13080,Serine hydrolase (EC 3.-.-.-),Salt tolerance,Core
SNE23_29040,Uncharacterized protein,Salt tolerance,Contextual
SNE23_12855,Prophage pi2 protein 38,Salt tolerance,Contextual
SNE23_13495,DUF1697 domain-containing protein,Salt tolerance,Contextual
SNE23_13660,PP2C family serine/threonine-protein phosphatase (EC 3.1.3.16),Salt tolerance,Contextual
SNE23_13335,PQQ-dependent sugar dehydrogenase,Salt tolerance,Contextual
SNE23_29805,DUF5512 family protein,Salt tolerance,Contextual
SNE23_30290,Uncharacterized protein,Salt tolerance,Contextual
SNE23_10395,OMP Outer membrane protein,Salt tolerance,Contextual
SNE23_06025,Glycosyltransferase (EC 2.4.-.-),Salt tolerance,Contextual
SNE23_28240,Transposase,Salt tolerance,Contextual
SNE23_28130,Uncharacterized protein,Salt tolerance,Contextual
SNE23_24945,DUF2628 domain-containing protein,Salt tolerance,Contextual
SNE23_13170,GNAT family N-acetyltransferase,Salt tolerance,Contextual
SNE23_13480,Group-specific protein,Salt tolerance,Contextual
SNE23_29140,M56 family metallopeptidase,Salt tolerance,Core
SNE23_12950,Uncharacterized protein,Salt tolerance,Contextual
SNE23_13570,Sigma-54-dependent Fis family transcriptional regulator,Salt tolerance,Supportive
SNE23_12325,Helix-turn-helix domain-containing protein,Salt tolerance,Contextual
SNE23_10470,Molybdopterin-synthase adenylyltransferase MoeB,Salt tolerance,Contextual
SNE23_29885,Fusion protein (Includes pXO2-28-29-30),Salt tolerance,Contextual
SNE23_13410,Non-ribosomal peptide synthetase,Salt tolerance,Contextual
SNE23_13740,GNAT family N-acetyltransferase,Salt tolerance,Contextual
SNE23_09530,SdpI family protein,Salt tolerance,Contextual
SNE23_07770,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28225,Uncharacterized protein,Salt tolerance,Contextual
SNE23_13280,Patatin family protein,Salt tolerance,Contextual
SNE23_29225,Uncharacterized protein,Salt tolerance,Contextual
SNE23_13555,TetR/AcrR family transcriptional regulator,Salt tolerance,Supportive
SNE23_10545,Lipase,Salt tolerance,Contextual
SNE23_12400,DinB family protein,Salt tolerance,Contextual
SNE23_13040,YjcZ family sporulation protein,Salt tolerance,Contextual
SNE23_13655,DUF4181 domain-containing protein,Salt tolerance,Contextual
SNE23_29960,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28820,S-layer domain protein,Salt tolerance,Contextual
SNE23_13490,Uncharacterized protein,Salt tolerance,Contextual
SNE23_02375,BH0509 family protein,Salt tolerance,Contextual
SNE23_11940,Glycosyltransferase family 2 protein,Salt tolerance,Contextual
SNE23_28425,YjcZ family sporulation protein,Salt tolerance,Contextual
SNE23_28310,Transposase,Salt tolerance,Contextual
SNE23_10630,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29320,DUF4046 domain-containing protein,Salt tolerance,Contextual
SNE23_06870,Imidazole glycerol phosphate synthase,Salt tolerance,Contextual
SNE23_13360,Arylamine N-acetyltransferase,Salt tolerance,Contextual
SNE23_13565,DUF3977 family protein,Salt tolerance,Contextual
SNE23_28905,Amino acid transporter,Salt tolerance,Core
SNE23_28410,Uncharacterized protein,Salt tolerance,Contextual
SNE23_13630,Oxidoreductase,Salt tolerance,Contextual
SNE23_13125,MFS transporter,Salt tolerance,Core
SNE23_29880,Phage protein,Salt tolerance,Contextual
SNE23_15140,CmcI family methyltransferase,Salt tolerance,Contextual
SNE23_13735,MmcQ/YjbR family DNA-binding protein,Salt tolerance,Contextual
SNE23_12495,PadR family transcriptional regulator,Salt tolerance,Supportive
SNE23_10715,Phage minor head protein,Salt tolerance,Contextual
SNE23_29420,ABC transporter ATP-binding protein,Salt tolerance,Core
SNE23_13435,RNA polymerase sigma factor SigX,Salt tolerance,Supportive
SNE23_13650,NUDIX domain-containing protein,Salt tolerance,Contextual
SNE23_28490,Cytoplasmic protein,Salt tolerance,Contextual
SNE23_29020,Thioredoxin family protein,Salt tolerance,Contextual
SNE23_12595,DUF6044 family protein,Salt tolerance,Contextual
SNE23_13210,GNAT family N-acetyltransferase,Salt tolerance,Contextual
SNE23_13720,DNA topology modulation protein,Salt tolerance,Contextual
SNE23_16615,Group-specific protein,Salt tolerance,Contextual
SNE23_01815,HXXEE domain-containing protein,Salt tolerance,Contextual
SNE23_10795,Low copy number virion structural protein,Salt tolerance,Contextual
SNE23_13320,Nucleotide excision repair endonuclease,Salt tolerance,Contextual
SNE23_10875,DUF4318 domain-containing protein,Salt tolerance,Contextual
SNE23_29525,Uncharacterized protein,Salt tolerance,Contextual
ypeB,Germination protein YpeB,Salt tolerance,Contextual
SNE23_28580,Nucleotide pyrophosphohydrolase,Salt tolerance,Core
SNE23_12675,DUF6518 family protein,Salt tolerance,Contextual
SNE23_16400,Cupin domain-containing protein,Salt tolerance,Contextual
SNE23_28680,Uncharacterized protein,Salt tolerance,Contextual
SNE23_01030,DUF3981 domain-containing protein,Salt tolerance,Contextual
SNE23_06680,Ribonucleotide reductase,Salt tolerance,Contextual
SNE23_13730,Class I SAM-dependent methyltransferase (EC 2.1.1.-),Salt tolerance,Contextual
SNE23_12435,S-adenosylhomocysteine nucleosidase,Salt tolerance,Contextual
SNE23_10950,SLC13 family permease,Salt tolerance,Core
SNE23_13395,Undecaprenyl-diphosphatase,Salt tolerance,Contextual
SNE23_29615,Thioredoxin family protein,Salt tolerance,Contextual
SNE23_28665,DUF692 domain-containing protein,Salt tolerance,Contextual
SNE23_12775,Site-specific integrase,Salt tolerance,Contextual
SNE23_13590,Acyltransferase (EC 2.3.-.-),Salt tolerance,Contextual
SNE23_05575,Uncharacterized protein,Salt tolerance,Contextual
spoVAB,Stage V sporulation protein SpoVAB,Salt tolerance,Contextual
SNE23_09995,YjcZ family sporulation protein,Salt tolerance,Contextual
SNE23_29205,PadR family transcriptional regulator,Salt tolerance,Supportive
SNE23_28400,Uncharacterized protein,Salt tolerance,Contextual
SNE23_15680,Endospore germination permease,Salt tolerance,Core
SNE23_11035,RNA-guided endonuclease TnpB family protein,Salt tolerance,Contextual
SNE23_29735,TetR/AcrR family transcriptional regulator,Salt tolerance,Supportive
SNE23_13475,ParM/StbA family protein,Salt tolerance,Contextual
SNE23_09380,Branched-chain amino acid ABC transporter permease,Salt tolerance,Core
SNE23_12230,Type II toxin-antitoxin system SpoIISA family toxin,Salt tolerance,Contextual
SNE23_28750,Uncharacterized protein,Salt tolerance,Contextual
SNE23_12850,HK97 gp10 family phage protein,Salt tolerance,Contextual
SNE23_06425,FadR/GntR family transcriptional regulator,Salt tolerance,Supportive
SNE23_29300,Serine ammonia-lyase,Salt tolerance,Contextual
SNE23_30050,Uncharacterized protein,Salt tolerance,Contextual
SNE23_16775,AHH domain-containing protein,Salt tolerance,Contextual
SNE23_11115,DUF2535 family protein,Salt tolerance,Contextual
SNE23_27635,DUF3958 family protein,Salt tolerance,Contextual
SNE23_11785,Class I SAM-dependent methyltransferase (EC 2.1.-.-),Salt tolerance,Contextual
SNE23_13760,N-acetyltransferase family protein,Salt tolerance,Contextual
SNE23_30035,LPD25 domain-containing protein,Salt tolerance,Contextual
SNE23_15435,Alpha/beta-type small acid-soluble spore protein,Salt tolerance,Contextual
SNE23_09640,MFS transporter,Salt tolerance,Core
SNE23_12945,DUF1835 domain-containing protein,Salt tolerance,Contextual
SNE23_29400,HBL/NHE enterotoxin family protein,Salt tolerance,Contextual
SNE23_11205,Response regulator transcription factor,Salt tolerance,Supportive
SNE23_18675,GH25 family lysozyme,Salt tolerance,Contextual
SNE23_30125,Vacuolar protein-sorting protein 36,Salt tolerance,Contextual
SNE23_13625,DinB family protein,Salt tolerance,Contextual
SNE23_03780,ABC transporter permease,Salt tolerance,Core
SNE23_30110,Uncharacterized protein,Salt tolerance,Contextual
SNE23_14820,Glycosyltransferase (EC 2.4.-.-),Salt tolerance,Contextual
SNE23_16735,HNH endonuclease,Salt tolerance,Contextual
SNE23_13035,Energy-coupling factor transporter transmembrane component T,Salt tolerance,Core
SNE23_26000,Uncharacterized protein,Salt tolerance,Contextual
SNE23_21320,DNA polymerase III subunit delta,Salt tolerance,Contextual
SNE23_29500,DNA mismatch repair protein,Salt tolerance,Contextual
SNE23_30205,DUF3967 domain-containing protein,Salt tolerance,Contextual
SNE23_27810,Nuclease-related domain-containing protein,Salt tolerance,Contextual
SNE23_13710,Lytic polysaccharide monooxygenase,Salt tolerance,Contextual
SNE23_07560,Zinc metallopeptidase,Salt tolerance,Core
SNE23_16600,Uncharacterized protein,Salt tolerance,Contextual
SNE23_18670,BhlA/UviB family holin-like peptide,Salt tolerance,Contextual
SNE23_13120,Methyltransferase domain-containing protein,Salt tolerance,Contextual
SNE23_15385,Ger(X)C family spore germination protein,Salt tolerance,Contextual
SNE23_30190,Y-family DNA polymerase,Salt tolerance,Contextual
rocR,Arginine utilization transcriptional regulator RocR,Salt tolerance,Supportive
SNE23_28785,Cell division protein FtsZ,Salt tolerance,Contextual
SNE23_27915,M15 family metallopeptidase,Salt tolerance,Core
SNE23_29595,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29800,Uncharacterized protein,Salt tolerance,Contextual
spoIIIAD,Stage III sporulation protein AD,Salt tolerance,Contextual
SNE23_17870,GNAT family acetyltransferase,Salt tolerance,Contextual
SNE23_13205,Cadmium resistance transporter,Salt tolerance,Core
SNE23_11440,Tetratricopeptide repeat protein,Salt tolerance,Contextual
SNE23_28860,Uncharacterized protein,Salt tolerance,Contextual
SNE23_27990,MFS transporter,Salt tolerance,Core
SNE23_30265,Uncharacterized protein,Salt tolerance,Contextual
SNE23_16675,GH-E family nuclease,Salt tolerance,Contextual
SNE23_05105,DNA repair exonuclease (EC 3.1.-.-),Salt tolerance,Contextual
SNE23_29695,Helix-turn-helix domain-containing protein,Salt tolerance,Contextual
SNE23_29875,Uncharacterized protein,Salt tolerance,Contextual
SNE23_23665,Uncharacterized protein,Salt tolerance,Contextual
SNE23_13250,RidA family protein (EC 3.5.-.-),Salt tolerance,Contextual
SNE23_28085,Lipoprotein,Salt tolerance,Contextual
SNE23_11535,Zinc finger protein 100,Salt tolerance,Contextual
SNE23_13315,Group-specific protein,Salt tolerance,Contextual
SNE23_28955,PrgI family protein,Salt tolerance,Contextual
SNE23_09295,Rrf2 family transcriptional regulator,Salt tolerance,Supportive
SNE23_29860,Uncharacterized protein,Salt tolerance,Contextual
SNE23_27615,Uncharacterized protein,Salt tolerance,Contextual
SNE23_26480,Sugar transferase (EC 2.7.8.-),Salt tolerance,Contextual
SNE23_29955,Uncharacterized protein,Salt tolerance,Contextual
SNE23_16215,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28165,Uncharacterized protein,Salt tolerance,Contextual
SNE23_13390,Aminoglycoside phosphotransferase family protein (EC 2.7.1.-),Salt tolerance,Contextual
SNE23_29065,DUF4352 domain-containing protein,Salt tolerance,Contextual
SNE23_11490,C1q domain-containing protein,Salt tolerance,Contextual
SNE23_21045,BrxA/BrxB family bacilliredoxin,Salt tolerance,Contextual
SNE23_23575,DUF6442 family protein,Salt tolerance,Contextual
SNE23_29940,Type IV secretory system conjugative DNA transfer family protein,Salt tolerance,Contextual
SNE23_28800,PXO1-51,Salt tolerance,Contextual
SNE23_30140,Uncharacterized protein,Salt tolerance,Contextual
SNE23_17235,Glycosyltransferase family 2 protein (EC 2.4.-.-),Salt tolerance,Contextual
SNE23_28255,Integrase,Salt tolerance,Contextual
SNE23_11705,DUF3891 family protein,Salt tolerance,Contextual
SNE23_13470,Group-specific protein,Salt tolerance,Contextual
SNE23_14505,Cysteine hydrolase family protein (EC 3.-.-.-),Salt tolerance,Core
SNE23_29160,Non-ribosomal peptide synthase/polyketide synthase,Salt tolerance,Contextual
SNE23_27785,Serine hydrolase domain-containing protein (EC 3.1.1.103),Salt tolerance,Core
SNE23_28875,Uncharacterized protein,Salt tolerance,Contextual
mobP2,MobP2 family relaxase,Salt tolerance,Contextual
SNE23_28360,Class I SAM-dependent methyltransferase (EC 2.1.-.-),Salt tolerance,Contextual
spoVM,Stage V sporulation protein SpoVM,Salt tolerance,Contextual
SNE23_28795,PXO1-50,Salt tolerance,Contextual
SNE23_16590,Tox-HNH-HHH domain-containing protein,Salt tolerance,Contextual
SNE23_11780,ZIP family metal transporter,Salt tolerance,Core
SNE23_23395,DUF1796 family putative cysteine peptidase,Salt tolerance,Core
SNE23_27880,Gfo/Idh/MocA family oxidoreductase,Salt tolerance,Contextual
SNE23_29250,DMT family transporter,Salt tolerance,Core
SNE23_28970,Reticulocyte binding protein,Salt tolerance,Contextual
SNE23_28780,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28445,Rap family tetratricopeptide repeat protein,Salt tolerance,Contextual
SNE23_11860,XRE family transcriptional regulator,Salt tolerance,Supportive
comGE,Competence type IV pilus minor pilin ComGE,Salt tolerance,Contextual
SNE23_28870,PXO1-68,Salt tolerance,Contextual
SNE23_17520,Group-specific protein,Salt tolerance,Contextual
acoA,"Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha (EC 1.1.1.-)",Salt tolerance,Contextual
SNE23_29085,"Cytochrome P450, cyclodipeptide synthase-associated",Salt tolerance,Contextual
SNE23_26010,ABC transporter permease,Salt tolerance,Core
SNE23_29350,Nucleoside hydrolase (EC 3.2.2.-),Salt tolerance,Core
SNE23_28855,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28525,DUF6773 family protein,Salt tolerance,Contextual
SNE23_11945,Exosporium protein D,Salt tolerance,Contextual
SNE23_20445,Carbon-nitrogen family hydrolase,Salt tolerance,Core
SNE23_28965,DUF87 domain-containing protein,Salt tolerance,Contextual
SNE23_13705,GNAT family N-acetyltransferase (EC 2.3.1.-),Salt tolerance,Contextual
SNE23_28790,MerR family transcriptional regulator,Salt tolerance,Supportive
SNE23_29185,Carboxylic ester hydrolase,Salt tolerance,Core
SNE23_29440,Erythromycin esterase family protein,Salt tolerance,Contextual
SNE23_28950,PXO1-74,Salt tolerance,Contextual
SNE23_28620,F0F1 ATP synthase subunit alpha,Salt tolerance,Contextual
SNE23_28065,PA14 domain-containing protein,Salt tolerance,Contextual
SNE23_12035,ABC transporter ATP-binding protein,Salt tolerance,Core
SNE23_29080,Cyclodipeptide synthase,Salt tolerance,Contextual
SNE23_28865,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29055,Carbohydrate binding domain-containing protein,Salt tolerance,Contextual
SNE23_29555,PH domain-containing protein,Salt tolerance,Contextual
SNE23_29275,RpiB/LacA/LacB family sugar-phosphate isomerase,Salt tolerance,Contextual
SNE23_12110,DUF3974 domain-containing protein,Salt tolerance,Contextual
SNE23_28695,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28140,Undecaprenyl-diphosphatase,Salt tolerance,Contextual
SNE23_29180,Aminopeptidase,Salt tolerance,Core
SNE23_28960,PXO1-76,Salt tolerance,Contextual
SNE23_29370,Sterol desaturase family protein,Salt tolerance,Contextual
ltrA,Group II intron reverse transcriptase/maturase (EC 2.7.7.49),Salt tolerance,Contextual
SNE23_12195,Uncharacterized protein,Salt tolerance,Contextual
SNE23_28235,IS3 family transposase,Salt tolerance,Contextual
SNE23_25510,MFS transporter,Salt tolerance,Core
SNE23_29270,Mucin/carbohydrate-binding domain-containing protein,Salt tolerance,Contextual
SNE23_05190,Uncharacterized protein,Salt tolerance,Contextual
SNE23_29775,Methyltransferase,Salt tolerance,Contextual
SNE23_29070,DUF4064 domain-containing protein,Salt tolerance,Contextual
SNE23_29245,PLP-dependent aminotransferase family protein,Salt tolerance,Contextual
SNE23_29470,NAD(P)/FAD-dependent oxidoreductase (EC 1.-.-.-),Salt tolerance,Contextual
SNE23_28775,Replication-relaxation family protein,Salt tolerance,Contextual
SNE23_08830,NAD(P)-binding domain-containing protein,Salt tolerance,Contextual
SNE23_12285,SH3 domain-containing protein,Salt tolerance,Contextual
SNE23_28325,Acyltransferase (EC 2.3.-.-),Salt tolerance,Contextual
SNE23_30065,Type III toxin-antitoxin system ToxN/AbiQ family toxin,Salt tolerance,Contextual
SNE23_28815,S-layer homology domain-containing protein,Salt tolerance,Contextual
